Waktu,Harga,Volume
2026-08-19 09:00,1150.0,12400
2026-08-19 09:05,1150.0,12400
2026-08-19 09:15,1150.0,12400
2026-08-19 09:10,1150.0,12400
2026-08-19 09:25,1150.0,12400
2026-08-19 09:20,1150.0,12400
2026-08-19 09:35,1150.0,12400
2026-08-19 09:30,1150.0,12400
2026-08-19 09:45,1150.0,12400
2026-08-19 09:40,1150.0,12400
2026-08-19 09:55,1150.0,12400
2026-08-19 09:50,1150.0,12400
2026-08-19 10:05,1150.0,12400
2026-08-19 10:00,1150.0,12400
2026-08-19 10:15,1150.0,12400
2026-08-19 10:10,1150.0,12400
2026-08-19 10:25,1150.0,12400
2026-08-19 10:20,1150.0,12400
2026-08-19 10:35,1150.0,12400
2026-08-19 10:30,1150.0,12400
2026-08-19 10:45,1150.0,12400
2026-08-19 10:40,1150.0,12400
2026-08-19 10:55,1150.0,12400
2026-08-19 10:50,1150.0,12400
2026-08-19 11:05,1150.0,200
2026-08-19 11:00,1150.0,200
2026-08-19 11:15,1150.0,100
2026-08-19 11:10,1150.0,100
2026-08-19 11:25,1150.0,100
2026-08-19 11:20,1150.0,100
2026-08-19 11:35,1150.0,100
2026-08-19 11:30,1150.0,100
2026-08-19 11:45,1150.0,100
2026-08-19 11:40,1150.0,100
2026-08-19 11:55,1150.0,100
2026-08-19 11:50,1150.0,100
2026-08-19 12:00,1145.0,600
2026-08-19 12:05,1145.0,600
2026-08-19 12:15,1145.0,400
2026-08-19 12:10,1145.0,400
2026-08-19 12:25,1145.0,400
2026-08-19 12:20,1145.0,400
2026-08-19 12:35,1145.0,400
2026-08-19 12:30,1145.0,400
2026-08-19 12:45,1145.0,400
2026-08-19 12:40,1145.0,400
2026-08-19 12:55,1145.0,400
2026-08-19 12:50,1145.0,400
2026-08-19 13:05,1145.0,400
2026-08-19 13:00,1145.0,400
2026-08-19 13:15,1145.0,400
2026-08-19 13:10,1145.0,400
2026-08-19 13:25,1145.0,400
2026-08-19 13:20,1145.0,400
2026-08-19 13:35,1145.0,400
2026-08-19 13:30,1145.0,400
2026-08-19 13:45,1145.0,400
2026-08-19 13:40,1145.0,400
2026-08-19 13:50,1145.0,400
2026-08-19 13:55,1145.0,400
2026-08-19 14:05,1145.0,400
2026-08-19 14:00,1145.0,400
2026-08-19 14:15,1145.0,400
2026-08-19 14:10,1145.0,400
2026-08-19 14:25,1145.0,400
2026-08-19 14:20,1145.0,400
2026-08-19 14:35,1145.0,400
2026-08-19 14:30,1145.0,400
2026-08-19 14:45,1145.0,400
2026-08-19 14:40,1145.0,400
2026-08-19 14:55,1145.0,400
