Waktu,Harga,Volume
2026-08-21 09:00,50.0,6990100
2026-08-21 09:05,50.0,6990100
2026-08-21 09:15,50.0,6990100
2026-08-21 09:10,50.0,6990100
2026-08-21 09:25,50.0,6990100
2026-08-21 09:20,50.0,6990100
2026-08-21 09:35,50.0,6990100
2026-08-21 09:30,50.0,6990100
2026-08-21 09:45,50.0,6990100
2026-08-21 09:40,50.0,6990100
2026-08-21 09:55,50.0,6990100
2026-08-21 09:50,50.0,6990100
2026-08-21 10:05,50.0,6990100
2026-08-21 10:00,50.0,6990100
2026-08-21 10:15,50.0,6990100
2026-08-21 10:10,50.0,5055100
2026-08-21 10:25,50.0,10203600
2026-08-21 10:20,50.0,10218400
2026-08-21 10:35,50.0,10226600
2026-08-21 10:30,50.0,10226600
2026-08-21 10:45,50.0,10222100
2026-08-21 10:40,50.0,10222100
2026-08-21 10:50,50.0,10223400
2026-08-21 10:55,50.0,10223400
2026-08-21 11:05,50.0,10270100
2026-08-21 11:00,50.0,10268700
