Waktu,Harga,Volume
2026-08-21 09:00,31.0,0
2026-08-21 09:05,31.0,0
2026-08-21 09:15,31.0,0
2026-08-21 09:10,31.0,0
2026-08-21 09:25,31.0,0
2026-08-21 09:20,31.0,0
2026-08-21 09:35,31.0,0
2026-08-21 09:30,31.0,0
2026-08-21 09:45,31.0,0
2026-08-21 09:40,31.0,0
2026-08-21 09:55,31.0,0
2026-08-21 09:50,31.0,0
2026-08-21 10:05,31.0,0
2026-08-21 10:00,31.0,0
2026-08-21 10:15,31.0,0
2026-08-21 10:10,31.0,0
2026-08-21 10:25,31.0,0
2026-08-21 10:20,31.0,0
2026-08-21 10:35,31.0,0
2026-08-21 10:30,31.0,0
2026-08-21 10:45,31.0,0
2026-08-21 10:40,31.0,0
2026-08-21 10:50,31.0,0
2026-08-21 10:55,31.0,0
2026-08-21 11:05,31.0,0
2026-08-21 11:00,31.0,0
2026-08-21 11:15,31.0,0
2026-08-21 11:10,31.0,0
2026-08-21 11:25,31.0,0
2026-08-21 11:20,31.0,0
2026-08-21 11:35,31.0,0
2026-08-21 11:30,31.0,0
2026-08-21 11:45,31.0,0
2026-08-21 11:40,31.0,0
2026-08-21 11:55,31.0,0
2026-08-21 11:50,31.0,0
2026-08-21 12:05,31.0,0
2026-08-21 12:00,31.0,0
2026-08-21 12:10,31.0,0
2026-08-21 12:15,31.0,0
2026-08-21 12:25,31.0,0
2026-08-21 12:20,31.0,0
2026-08-21 12:35,31.0,0
2026-08-21 12:30,31.0,0
2026-08-21 12:45,31.0,0
2026-08-21 12:40,31.0,0
2026-08-21 12:55,31.0,0
2026-08-21 12:50,31.0,0
2026-08-21 13:05,31.0,0
2026-08-21 13:00,31.0,0
2026-08-21 13:15,31.0,0
2026-08-21 13:10,31.0,0
2026-08-21 13:25,31.0,0
2026-08-21 13:20,31.0,0
2026-08-21 13:35,31.0,0
2026-08-21 13:30,31.0,0
2026-08-21 13:45,31.0,0
2026-08-21 13:40,31.0,0
2026-08-21 13:55,31.0,0
2026-08-21 13:50,31.0,0
2026-08-21 14:05,31.0,0
2026-08-21 14:00,31.0,0
2026-08-21 14:10,31.0,0
2026-08-21 14:15,31.0,0
2026-08-21 14:20,31.0,0
2026-08-21 14:25,31.0,0
2026-08-21 14:35,31.0,0
2026-08-21 14:30,31.0,0
2026-08-21 14:45,31.0,0
2026-08-21 14:40,31.0,0
2026-08-21 14:55,31.0,0
